ID,CODE,VEHICLE_CLASS
2084,2084,BUS
1211010,C244,Default
2092,2092,BUS
2094,2094,BUS
2098,2098,BUS
2100,2100,BUS
1211011,C266,Default
2116,2116,BUS
2118,2118,BUS
1578244,C274,Default
2120,2120,BUS
1578245,C276,Default
1981084,C278,Default
2130,2130,BUS
2288025,C296,Default
2288026,C300,Default
2148,2148,BUS
2150,2150,BUS
2152,2152,BUS
2154,2154,BUS
2156,2156,BUS
9518383,11102442,
3425684,C314,NRE
2160,2160,BUS
2162,2162,BUS
2166,2166,BUS
3806,3806,BUS
3810,3810,BUS
3814,3814,BUS
2200,2200,BUS
3846,3846,BUS
3848,3848,BUS
3850,3850,BUS
2240,2240,BUS
1981102,T198,Default
2270,2270,BUS
3902,3902,BUS
2272,2272,BUS
3904,3904,BUS
3906,3906,BUS
3908,3908,BUS
1981103,T218,Default
3910,3910,BUS
3912,3912,BUS
3914,3914,BUS
3916,3916,BUS
3918,3918,BUS
3920,3920,BUS
3922,3922,BUS
3924,3924,BUS
2294,2294,BUS
3926,3926,BUS
1981104,T236,Default
2296,2296,BUS
3928,3928,BUS
3930,3930,BUS
1981105,T240,Default
3934,3934,BUS
3936,3936,BUS
1981106,T248,Default
3940,3940,BUS
1981107,T250,Default
1981108,T252,Default
3944,3944,BUS
3948,3948,BUS
3950,3950,BUS
3952,3952,BUS
3954,3954,BUS
1981109,T264,Default
3956,3956,BUS
3958,3958,BUS
1211015,T268,Default
3960,3960,BUS
3962,3962,BUS
1981110,T272,Default
3964,3964,BUS
3966,3966,BUS
3968,3968,BUS
3970,3970,BUS
3972,3972,BUS
3974,3974,BUS
3976,3976,BUS
1981111,T290,Default
1981112,T296,Default
1211012,V84,Default
1211013,V86,Default
1981113,T302,Default
1981114,T304,Default
1211014,V92,Default
1981115,T308,Default
1981116,T310,Default
1981117,T318,Default
1981118,V104,Default
1981119,T320,Default
1981120,T322,Default
1981121,T324,Default
1981122,T330,Default
1981123,T342,Default
1981124,T346,Default
2822,2822,BUS
940,940,BUS
2802,2802,BUS
2804,2804,BUS
2806,2806,BUS
2808,2808,BUS
2810,2810,BUS
2812,2812,BUS
2814,2814,BUS
2816,2816,BUS
2818,2818,BUS
2820,2820,BUS
2824,2824,BUS
2826,2826,BUS
2828,2828,BUS
2830,2830,BUS
2832,2832,BUS
2834,2834,BUS
2836,2836,BUS
2838,2838,BUS
2840,2840,BUS
2842,2842,BUS
9106283,9878540,
9106284,11641739,
5235,5235,BUS
5239,5239,BUS
5243,5243,BUS
5247,5247,BUS
5251,5251,BUS
1991,1991,BUS
5255,5255,BUS
1995,1995,BUS
5259,5259,BUS
5263,5263,BUS
2003,2003,BUS
2007,2007,BUS
2011,2011,BUS
2015,2015,BUS
2019,2019,BUS
2023,2023,BUS
2027,2027,BUS
2031,2031,BUS
2035,2035,BUS
2039,2039,BUS
2043,2043,BUS
2047,2047,BUS
2051,2051,BUS
1211016,C211,Default
2059,2059,BUS
1211017,C215,Default
2067,2067,BUS
2071,2071,BUS
2075,2075,BUS
2079,2079,BUS
1211019,C235,Default
2087,2087,BUS
2091,2091,BUS
1000159,LRV298,LRV
5194,5194,BUS
1000161,LRV302,LRV
5198,5198,BUS
1000163,LRV306,LRV
5202,5202,BUS
1000165,LRV310,LRV
5206,5206,BUS
1000167,LRV314,LRV
5210,5210,BUS
1000169,LRV318,LRV
5214,5214,BUS
1000171,LRV322,LRV
5218,5218,BUS
5222,5222,BUS
5226,5226,BUS
5230,5230,BUS
5234,5234,BUS
5238,5238,BUS
5242,5242,BUS
5246,5246,BUS
5250,5250,BUS
5254,5254,BUS
1994,1994,BUS
5258,5258,BUS
5262,5262,BUS
2002,2002,BUS
2006,2006,BUS
2010,2010,BUS
2014,2014,BUS
2018,2018,BUS
2022,2022,BUS
2026,2026,BUS
2030,2030,BUS
2034,2034,BUS
2038,2038,BUS
2042,2042,BUS
2046,2046,BUS
2050,2050,BUS
2054,2054,BUS
2058,2058,BUS
2062,2062,BUS
1211007,C218,Default
2066,2066,BUS
2070,2070,BUS
2074,2074,BUS
2078,2078,BUS
1211008,C234,Default
2082,2082,BUS
2086,2086,BUS
2090,2090,BUS
2094,2094,BUS
2098,2098,BUS
2102,2102,BUS
2106,2106,BUS
2110,2110,BUS
1211011,C266,Default
2114,2114,BUS
2118,2118,BUS
1578244,C274,Default
2122,2122,BUS
1981084,C278,Default
2126,2126,BUS
2130,2130,BUS
2134,2134,BUS
2138,2138,BUS
6225,6225,BUS
6226,6226,BUS
6227,6227,BUS
6228,6228,BUS
1401,1401,BUS
1402,1402,BUS
1403,1403,BUS
1404,1404,BUS
8549683,15685991,
8651123,6731780,
8767943,13673170,
8950383,12087642,
1000079,LRV309,LRV
1000059,LRV269,LRV
1000145,LRV270,LRV
1000060,LRV271,LRV
1000146,LRV272,LRV
1000061,LRV273,LRV
1000147,LRV274,LRV
1000062,LRV275,LRV
1000148,LRV276,LRV
1000063,LRV277,LRV
1000149,LRV278,LRV
1000064,LRV279,LRV
1000150,LRV280,LRV
1000065,LRV281,LRV
1000151,LRV282,LRV
1000066,LRV283,LRV
1000152,LRV284,LRV
1000067,LRV285,LRV
1000153,LRV286,LRV
1000068,LRV287,LRV
1000154,LRV288,LRV
1000069,LRV289,LRV
1000155,LRV290,LRV
1000070,LRV291,LRV
1000156,LRV292,LRV
1000071,LRV293,LRV
1000157,LRV294,LRV
1000072,LRV295,LRV
1000158,LRV296,LRV
1000073,LRV297,LRV
1000159,LRV298,LRV
1000074,LRV299,LRV
1000160,LRV300,LRV
1000075,LRV301,LRV
1000161,LRV302,LRV
1000076,LRV303,LRV
1000162,LRV304,LRV
1000077,LRV305,LRV
1000163,LRV306,LRV
1000078,LRV307,LRV
1000164,LRV308,LRV
1000165,LRV310,LRV
1000080,LRV311,LRV
1000166,LRV312,LRV
1000081,LRV313,LRV
1000167,LRV314,LRV
1000082,LRV315,LRV
1000168,LRV316,LRV
1000083,LRV317,LRV
1000169,LRV318,LRV
1000084,LRV319,LRV
1000170,LRV320,LRV
1000085,LRV321,LRV
1000171,LRV322,LRV
1000086,LRV323,LRV
1401,1401,BUS
1402,1402,BUS
1403,1403,BUS
1404,1404,BUS
9223583,10809412,
9300843,11207227,
9300844,6357000,
1000104,LRV136,LRV
5028,5028,BUS
1000106,LRV140,LRV
5032,5032,BUS
1000108,LRV144,LRV
5036,5036,BUS
9112,9112,BUS
1000110,LRV148,LRV
5040,5040,BUS
9116,9116,BUS
5044,5044,BUS
9120,9120,BUS
5048,5048,BUS
9124,9124,BUS
5052,5052,BUS
5056,5056,BUS
5060,5060,BUS
9136,9136,BUS
5064,5064,BUS
5068,5068,BUS
5072,5072,BUS
9148,9148,BUS
5076,5076,BUS
5080,5080,BUS
5084,5084,BUS
5088,5088,BUS
9168,9168,BUS
1000112,LRV204,LRV
5096,5096,BUS
1000114,LRV208,LRV
5100,5100,BUS
9176,9176,BUS
1000116,LRV212,LRV
5104,5104,BUS
2101007,T299,NRE
2772437,T343,NRE
4378263,T365,NRE
1632,1632,BUS
1634,1634,BUS
1640,1640,BUS
16,16,BUS
18,18,BUS
20,20,BUS
22,22,BUS
2101007,T299,NRE
2772437,T343,NRE
4378263,T365,NRE
2772316,C254,NRE
2101007,T299,NRE
2101007,T299,NRE
2772437,T343,NRE
2772437,T343,NRE
2101007,T299,NRE
2772437,T343,NRE
2101007,T299,NRE
2772437,T343,NRE
2101007,T299,NRE
2772437,T343,NRE
2101007,T299,NRE
2772437,T343,NRE
1653,1653,BUS
6301,6301,BUS
6302,6302,BUS
6303,6303,BUS
6304,6304,BUS
6305,6305,BUS
6306,6306,BUS
6307,6307,BUS
6308,6308,BUS
6309,6309,BUS
6217,6217,BUS
6218,6218,BUS
6219,6219,BUS
6220,6220,BUS
6221,6221,BUS
6222,6222,BUS
6223,6223,BUS
6224,6224,BUS
6225,6225,BUS
6226,6226,BUS
6227,6227,BUS
6228,6228,BUS
1000059,LRV269,LRV
1000145,LRV270,LRV
1000060,LRV271,LRV
1000146,LRV272,LRV
1000061,LRV273,LRV
1000147,LRV274,LRV
1000062,LRV275,LRV
1000148,LRV276,LRV
1000063,LRV277,LRV
1000149,LRV278,LRV
1000064,LRV279,LRV
1000150,LRV280,LRV
1000065,LRV281,LRV
1000151,LRV282,LRV
1000066,LRV283,LRV
3972,3972,BUS
3976,3976,BUS
1211012,V84,NRE
1211014,V92,NRE
1604,1604,BUS
1608,1608,BUS
1612,1612,BUS
1616,1616,BUS
1620,1620,BUS
1624,1624,BUS
1628,1628,BUS
1981110,T272,NRE
1000087,LRV102,LRV
1000089,LRV106,LRV
5002,5002,BUS
1000091,LRV110,LRV
1000093,LRV114,LRV
5010,5010,BUS
1000095,LRV118,LRV
5014,5014,BUS
1000097,LRV122,LRV
5018,5018,BUS
1000099,LRV126,LRV
5022,5022,BUS
1000101,LRV130,LRV
5026,5026,BUS
1000103,LRV134,LRV
5030,5030,BUS
1000105,LRV138,LRV
5034,5034,BUS
1000107,LRV142,LRV
5038,5038,BUS
1000109,LRV146,LRV
5042,5042,BUS
5046,5046,BUS
5050,5050,BUS
5054,5054,BUS
5058,5058,BUS
5062,5062,BUS
5066,5066,BUS
5070,5070,BUS
5074,5074,BUS
5078,5078,BUS
5082,5082,BUS
5086,5086,BUS
5090,5090,BUS
5094,5094,BUS
1000111,LRV202,LRV
5098,5098,BUS
1000113,LRV206,LRV
5102,5102,BUS
1000115,LRV210,LRV
5106,5106,BUS
1000117,LRV214,LRV
5110,5110,BUS
1000119,LRV218,LRV
5114,5114,BUS
1000121,LRV222,LRV
5118,5118,BUS
1000123,LRV226,LRV
5122,5122,BUS
1000125,LRV230,LRV
5126,5126,BUS
1000127,LRV234,LRV
5130,5130,BUS
1000129,LRV238,LRV
5134,5134,BUS
1000131,LRV242,LRV
5138,5138,BUS
1000133,LRV246,LRV
5142,5142,BUS
1000135,LRV250,LRV
5146,5146,BUS
1000137,LRV254,LRV
5150,5150,BUS
1000139,LRV258,LRV
5154,5154,BUS
1000141,LRV262,LRV
5158,5158,BUS
1000143,LRV266,LRV
5162,5162,BUS
1000145,LRV270,LRV
5166,5166,BUS
1000147,LRV274,LRV
5170,5170,BUS
1000149,LRV278,LRV
5174,5174,BUS
1000151,LRV282,LRV
1000153,LRV286,LRV
5182,5182,BUS
1000155,LRV290,LRV
1922,1922,BUS
5186,5186,BUS
5190,5190,BUS
1000159,LRV298,LRV
5194,5194,BUS
1000161,LRV302,LRV
6318,6318,BUS
6319,6319,BUS
6316,6316,BUS
6317,6317,BUS
6320,6320,BUS
2070,2070,BUS
2075,2075,BUS
2080,2080,BUS
2084,2084,BUS
2087,2087,BUS
2092,2092,BUS
2093,2093,BUS
2095,2095,BUS
2097,2097,BUS
2100,2100,BUS
2115,2115,BUS
2116,2116,BUS
2119,2119,BUS
2120,2120,BUS
2123,2123,BUS
2130,2130,BUS
2133,2133,BUS
2143,2143,BUS
2150,2150,BUS
2151,2151,BUS
2152,2152,BUS
2154,2154,BUS
2156,2156,BUS
2159,2159,BUS
2160,2160,BUS
2161,2161,BUS
2162,2162,BUS
2163,2163,BUS
2166,2166,BUS
2171,2171,BUS
2199,2199,BUS
2200,2200,BUS
2221,2221,BUS
2223,2223,BUS
2269,2269,BUS
2273,2273,BUS
2285,2285,BUS
2296,2296,BUS
2299,2299,BUS
2303,2303,BUS
6341,6341,BUS
1000079,LRV309,LRV
1000059,LRV269,LRV
1000145,LRV270,LRV
1000060,LRV271,LRV
1000146,LRV272,LRV
1000061,LRV273,LRV
1000147,LRV274,LRV
1000062,LRV275,LRV
1000148,LRV276,LRV
1000063,LRV277,LRV
1000149,LRV278,LRV
1000064,LRV279,LRV
1000150,LRV280,LRV
1000065,LRV281,LRV
1000151,LRV282,LRV
1000066,LRV283,LRV
1000152,LRV284,LRV
1000067,LRV285,LRV
1000153,LRV286,LRV
1000068,LRV287,LRV
1000154,LRV288,LRV
1000069,LRV289,LRV
1000155,LRV290,LRV
1000070,LRV291,LRV
1000156,LRV292,LRV
1000071,LRV293,LRV
1000157,LRV294,LRV
1000072,LRV295,LRV
1000158,LRV296,LRV
1000073,LRV297,LRV
1000159,LRV298,LRV
1000074,LRV299,LRV
1000160,LRV300,LRV
1000075,LRV301,LRV
1000161,LRV302,LRV
1000076,LRV303,LRV
1000162,LRV304,LRV
1000077,LRV305,LRV
1000163,LRV306,LRV
1000078,LRV307,LRV
1000164,LRV308,LRV
1000165,LRV310,LRV
1000080,LRV311,LRV
1000166,LRV312,LRV
1000081,LRV313,LRV
1000167,LRV314,LRV
1000082,LRV315,LRV
1000168,LRV316,LRV
1000083,LRV317,LRV
1000169,LRV318,LRV
1000084,LRV319,LRV
6310,6310,BUS
6311,6311,BUS
6312,6312,BUS
6313,6313,BUS
6314,6314,BUS
6315,6315,BUS
6328,6328,BUS
6329,6329,BUS
1000152,LRV284,LRV
1000067,LRV285,LRV
1000153,LRV286,LRV
1000068,LRV287,LRV
1000154,LRV288,LRV
1000069,LRV289,LRV
1000155,LRV290,LRV
1000070,LRV291,LRV
1000156,LRV292,LRV
1000071,LRV293,LRV
1000157,LRV294,LRV
1000072,LRV295,LRV
1000158,LRV296,LRV
1000073,LRV297,LRV
1000159,LRV298,LRV
1000074,LRV299,LRV
1000160,LRV300,LRV
1000075,LRV301,LRV
1000161,LRV302,LRV
1000076,LRV303,LRV
1000162,LRV304,LRV
1000077,LRV305,LRV
1000163,LRV306,LRV
1000078,LRV307,LRV
1000164,LRV308,LRV
1000165,LRV310,LRV
1000080,LRV311,LRV
1000166,LRV312,LRV
1000081,LRV313,LRV
1000167,LRV314,LRV
1000082,LRV315,LRV
1000168,LRV316,LRV
1000083,LRV317,LRV
1000169,LRV318,LRV
1000084,LRV319,LRV
1000170,LRV320,LRV
1000085,LRV321,LRV
1000171,LRV322,LRV
1000086,LRV323,LRV
1000079,LRV309,LRV
8806383,1912835,
1000079,LRV309,LRV
1000059,LRV269,LRV
1000145,LRV270,LRV
1000060,LRV271,LRV
1000146,LRV272,LRV
1000061,LRV273,LRV
1000147,LRV274,LRV
1000062,LRV275,LRV
1000148,LRV276,LRV
1000063,LRV277,LRV
1000149,LRV278,LRV
1000064,LRV279,LRV
1000150,LRV280,LRV
1000065,LRV281,LRV
1000151,LRV282,LRV
1000066,LRV283,LRV
1000152,LRV284,LRV
1000067,LRV285,LRV
1000153,LRV286,LRV
1000068,LRV287,LRV
1000154,LRV288,LRV
1000069,LRV289,LRV
1000155,LRV290,LRV
1000070,LRV291,LRV
1000156,LRV292,LRV
1000071,LRV293,LRV
1000157,LRV294,LRV
1000072,LRV295,LRV
1000158,LRV296,LRV
1000073,LRV297,LRV
1000159,LRV298,LRV
1000074,LRV299,LRV
1000160,LRV300,LRV
1000075,LRV301,LRV
1000161,LRV302,LRV
1000076,LRV303,LRV
1000162,LRV304,LRV
1000077,LRV305,LRV
1000163,LRV306,LRV
1000078,LRV307,LRV
1000164,LRV308,LRV
1000165,LRV310,LRV
1000080,LRV311,LRV
1000166,LRV312,LRV
1000081,LRV313,LRV
1000167,LRV314,LRV
1000082,LRV315,LRV
1000168,LRV316,LRV
1000083,LRV317,LRV
1000169,LRV318,LRV
1000084,LRV319,LRV
1000170,LRV320,LRV
1000085,LRV321,LRV
1000163,LRV306,LRV
5202,5202,BUS
1000165,LRV310,LRV
5206,5206,BUS
1000167,LRV314,LRV
1000169,LRV318,LRV
5214,5214,BUS
1000171,LRV322,LRV
5218,5218,BUS
5222,5222,BUS
5230,5230,BUS
5234,5234,BUS
5238,5238,BUS
5242,5242,BUS
5246,5246,BUS
5250,5250,BUS
5254,5254,BUS
1994,1994,BUS
5258,5258,BUS
5262,5262,BUS
2002,2002,BUS
2006,2006,BUS
2010,2010,BUS
2014,2014,BUS
2018,2018,BUS
2022,2022,BUS
2026,2026,BUS
2030,2030,BUS
2034,2034,BUS
2038,2038,BUS
2042,2042,BUS
2046,2046,BUS
2050,2050,BUS
2054,2054,BUS
2058,2058,BUS
2062,2062,BUS
2066,2066,BUS
2070,2070,BUS
2074,2074,BUS
2078,2078,BUS
2082,2082,BUS
2086,2086,BUS
2090,2090,BUS
2094,2094,BUS
2098,2098,BUS
2102,2102,BUS
2106,2106,BUS
2110,2110,BUS
1211011,C266,NRE
2114,2114,BUS
2118,2118,BUS
1578244,C274,NRE
2122,2122,BUS
2126,2126,BUS
2130,2130,BUS
2134,2134,BUS
2138,2138,BUS
2142,2142,BUS
2146,2146,BUS
2150,2150,BUS
2154,2154,BUS
2158,2158,BUS
2162,2162,BUS
2166,2166,BUS
2170,2170,BUS
3802,3802,BUS
2174,2174,BUS
3806,3806,BUS
2178,2178,BUS
3810,3810,BUS
2182,2182,BUS
3814,3814,BUS
2186,2186,BUS
2190,2190,BUS
2194,2194,BUS
2198,2198,BUS
3830,3830,BUS
1981095,T311,NRE
2202,2202,BUS
1981085,T235,NRE
2206,2206,BUS
1981090,T295,NRE
2210,2210,BUS
1981121,T324,NRE
2214,2214,BUS
3846,3846,BUS
2218,2218,BUS
3850,3850,BUS
2222,2222,BUS
2226,2226,BUS
2230,2230,BUS
2234,2234,BUS
2238,2238,BUS
2242,2242,BUS
2246,2246,BUS
2250,2250,BUS
2254,2254,BUS
2258,2258,BUS
1651,1651,BUS
1000170,LRV320,LRV
1000085,LRV321,LRV
1000171,LRV322,LRV
1000086,LRV323,LRV
1000079,LRV309,LRV
1000059,LRV269,LRV
1000145,LRV270,LRV
1000060,LRV271,LRV
1000146,LRV272,LRV
1000061,LRV273,LRV
1000147,LRV274,LRV
1000062,LRV275,LRV
1000148,LRV276,LRV
1000063,LRV277,LRV
1000149,LRV278,LRV
1000064,LRV279,LRV
1000150,LRV280,LRV
1000065,LRV281,LRV
1000151,LRV282,LRV
1000066,LRV283,LRV
1000152,LRV284,LRV
1000067,LRV285,LRV
1000153,LRV286,LRV
1000068,LRV287,LRV
1000154,LRV288,LRV
1000069,LRV289,LRV
1000155,LRV290,LRV
1000070,LRV291,LRV
1000156,LRV292,LRV
1000071,LRV293,LRV
1000157,LRV294,LRV
1000072,LRV295,LRV
1000158,LRV296,LRV
1000073,LRV297,LRV
1000159,LRV298,LRV
1000074,LRV299,LRV
1000160,LRV300,LRV
1000075,LRV301,LRV
1000161,LRV302,LRV
1000076,LRV303,LRV
1000162,LRV304,LRV
1000077,LRV305,LRV
1000163,LRV306,LRV
1000078,LRV307,LRV
1000164,LRV308,LRV
1000165,LRV310,LRV
1000080,LRV311,LRV
1000166,LRV312,LRV
1000081,LRV313,LRV
1000167,LRV314,LRV
1000082,LRV315,LRV
1000168,LRV316,LRV
1000083,LRV317,LRV
1000169,LRV318,LRV
1000084,LRV319,LRV
1000170,LRV320,LRV
1000085,LRV321,LRV
1000171,LRV322,LRV
1000086,LRV323,LRV
1000171,LRV322,LRV
1000086,LRV323,LRV
1401,1401,BUS
1402,1402,BUS
1403,1403,BUS
1404,1404,BUS
9028883,7089728,
1401,1401,BUS
1402,1402,BUS
1403,1403,BUS
1404,1404,BUS
2100977,MTG-PRD-0007,PRD
2101088,MTG-PRD-0008,PRD
2101199,MTG-PRD-0009,PRD
2100883,MTG-PRD-0107,PRD
2100889,MTG-PRD-0108,PRD
2101168,MTG-PRD-0109,PRD
2100888,MTG-PRD-0111,PRD
2100886,MTG-PRD-0112,PRD
2100884,MTG-PRD-0113,PRD
2100885,MTG-PRD-0116,PRD
2101166,MTG-PRD-0117,PRD
2101171,MTG-PRD-0122,PRD
2100959,MTG-PRD-0149,PRD
2101193,MTG-PRD-0174,PRD
2101187,MTG-PRD-0177,PRD
2101191,MTG-PRD-0181,PRD
2101189,MTG-PRD-0185,PRD
2101190,MTG-PRD-0195,PRD
2100961,MTG-PRD-0205,PRD
2100964,MTG-PRD-0215,PRD
2100962,MTG-PRD-0230,PRD
2101006,MTG-PRD-0344,PRD
2101201,MTG-PRD-0349,PRD
2100973,MTG-PRD-0350,PRD
2101202,MTG-PRD-0351,PRD
2100974,MTG-PRD-0352,PRD
2101203,MTG-PRD-0353,PRD
2100980,MTG-PRD-0358,PRD
2101206,MTG-PRD-0359,PRD
2101087,MTG-PRD-0386,PRD
2101023,MTG-PRD-0389,PRD
2101089,MTG-PRD-0390,PRD
2101024,MTG-PRD-0391,PRD
2101090,MTG-PRD-0392,PRD
2101025,MTG-PRD-0393,PRD
2101091,MTG-PRD-0394,PRD
2100971,MTG-PRD-0473,PRD
2101011,MTG-PRD-0498,PRD
2100882,MTG-PRD-0106,PRD
1000079,LRV309,LRV
1000059,LRV269,LRV
1000145,LRV270,LRV
1000060,LRV271,LRV
1000146,LRV272,LRV
1000061,LRV273,LRV
1000147,LRV274,LRV
1000062,LRV275,LRV
1000148,LRV276,LRV
1000063,LRV277,LRV
1000149,LRV278,LRV
1000064,LRV279,LRV
1000150,LRV280,LRV
1000065,LRV281,LRV
1000151,LRV282,LRV
1000066,LRV283,LRV
1000152,LRV284,LRV
1000067,LRV285,LRV
1000153,LRV286,LRV
1000068,LRV287,LRV
1000154,LRV288,LRV
1000069,LRV289,LRV
1000155,LRV290,LRV
1000070,LRV291,LRV
1000156,LRV292,LRV
1000071,LRV293,LRV
1000157,LRV294,LRV
1000072,LRV295,LRV
1000158,LRV296,LRV
1000073,LRV297,LRV
1000159,LRV298,LRV
1000074,LRV299,LRV
1000160,LRV300,LRV
1000075,LRV301,LRV
1000161,LRV302,LRV
1000076,LRV303,LRV
1000162,LRV304,LRV
1000077,LRV305,LRV
1000163,LRV306,LRV
1000078,LRV307,LRV
1000164,LRV308,LRV
2262,2262,BUS
2266,2266,BUS
2270,2270,BUS
2274,2274,BUS
3906,3906,BUS
5107,5107,BUS
1000032,LRV215,LRV
1000034,LRV219,LRV
5115,5115,BUS
1000036,LRV223,LRV
5119,5119,BUS
1000038,LRV227,LRV
5123,5123,BUS
1000040,LRV231,LRV
5127,5127,BUS
1000042,LRV235,LRV
5131,5131,BUS
1000044,LRV239,LRV
5135,5135,BUS
1000046,LRV243,LRV
5139,5139,BUS
1000048,LRV247,LRV
5143,5143,BUS
1000050,LRV251,LRV
5147,5147,BUS
1000052,LRV255,LRV
5151,5151,BUS
1000054,LRV259,LRV
5155,5155,BUS
1000056,LRV263,LRV
5159,5159,BUS
1000058,LRV267,LRV
5163,5163,BUS
1000060,LRV271,LRV
5167,5167,BUS
1000062,LRV275,LRV
5171,5171,BUS
1000064,LRV279,LRV
1911,1911,BUS
5175,5175,BUS
1000066,LRV283,LRV
5179,5179,BUS
1000068,LRV287,LRV
5183,5183,BUS
1000070,LRV291,LRV
5187,5187,BUS
1000072,LRV295,LRV
5191,5191,BUS
1000074,LRV299,LRV
1931,1931,BUS
5195,5195,BUS
1000076,LRV303,LRV
5199,5199,BUS
1000078,LRV307,LRV
5203,5203,BUS
1000080,LRV311,LRV
5207,5207,BUS
1000082,LRV315,LRV
5211,5211,BUS
1000084,LRV319,LRV
1951,1951,BUS
5215,5215,BUS
1000086,LRV323,LRV
5219,5219,BUS
1959,1959,BUS
5223,5223,BUS
5227,5227,BUS
5231,5231,BUS
5235,5235,BUS
5239,5239,BUS
5243,5243,BUS
5247,5247,BUS
5251,5251,BUS
1991,1991,BUS
5255,5255,BUS
1995,1995,BUS
5259,5259,BUS
5263,5263,BUS
2003,2003,BUS
2007,2007,BUS
2011,2011,BUS
2015,2015,BUS
2019,2019,BUS
2023,2023,BUS
2027,2027,BUS
2031,2031,BUS
2035,2035,BUS
2039,2039,BUS
2043,2043,BUS
2047,2047,BUS
2051,2051,BUS
2055,2055,BUS
2059,2059,BUS
2063,2063,BUS
2067,2067,BUS
2071,2071,BUS
2075,2075,BUS
9384,9384,BUS
9388,9388,BUS
9392,9392,BUS
9396,9396,BUS
1502,1502,BUS
1506,1506,BUS
1510,1510,BUS
1514,1514,BUS
1518,1518,BUS
1522,1522,BUS
1526,1526,BUS
1530,1530,BUS
1534,1534,BUS
1538,1538,BUS
1542,1542,BUS
1546,1546,BUS
1550,1550,BUS
1554,1554,BUS
9381,9381,BUS
9385,9385,BUS
9389,9389,BUS
9393,9393,BUS
9397,9397,BUS
1504,1504,BUS
1508,1508,BUS
1512,1512,BUS
1516,1516,BUS
1520,1520,BUS
1524,1524,BUS
1528,1528,BUS
1532,1532,BUS
1536,1536,BUS
1540,1540,BUS
1544,1544,BUS
1548,1548,BUS
1552,1552,BUS
9382,9382,BUS
9386,9386,BUS
9390,9390,BUS
9394,9394,BUS
9398,9398,BUS
9383,9383,BUS
9387,9387,BUS
9391,9391,BUS
9395,9395,BUS
1503,1503,BUS
1507,1507,BUS
1511,1511,BUS
1515,1515,BUS
1519,1519,BUS
1523,1523,BUS
1527,1527,BUS
1531,1531,BUS
1535,1535,BUS
1539,1539,BUS
1543,1543,BUS
1547,1547,BUS
1551,1551,BUS
1501,1501,BUS
1505,1505,BUS
1509,1509,BUS
1513,1513,BUS
1517,1517,BUS
1521,1521,BUS
1525,1525,BUS
1529,1529,BUS
1533,1533,BUS
1537,1537,BUS
1541,1541,BUS
1545,1545,BUS
1549,1549,BUS
1553,1553,BUS
1000165,LRV310,LRV
1000080,LRV311,LRV
1000166,LRV312,LRV
1000081,LRV313,LRV
1000167,LRV314,LRV
1000082,LRV315,LRV
1000168,LRV316,LRV
1000083,LRV317,LRV
1000169,LRV318,LRV
1000084,LRV319,LRV
1000170,LRV320,LRV
1000085,LRV321,LRV
1000171,LRV322,LRV
1000086,LRV323,LRV
2083,2083,BUS
2087,2087,BUS
2091,2091,BUS
2095,2095,BUS
2107,2107,BUS
2115,2115,BUS
2119,2119,BUS
2123,2123,BUS
2127,2127,BUS
2135,2135,BUS
2139,2139,BUS
2839,2839,BUS
2843,2843,BUS
2847,2847,BUS
2851,2851,BUS
2855,2855,BUS
2859,2859,BUS
2863,2863,BUS
2867,2867,BUS
2871,2871,BUS
2875,2875,BUS
2879,2879,BUS
2883,2883,BUS
1403,1403,BUS
1407,1407,BUS
1981084,C278,PRD
1603,1603,BUS
1607,1607,BUS
1611,1611,BUS
1615,1615,BUS
1619,1619,BUS
1623,1623,BUS
1627,1627,BUS
9194,9194,BUS
2702,2702,BUS
2849,2849,BUS
941,941,BUS
1000016,LRV133,LRV
2705,2705,BUS
5161,5161,BUS
5169,5169,BUS
9152,9152,BUS
2092,2092,BUS
3872,3872,BUS
2264,2264,BUS
1634,1634,BUS
5178,5178,BUS
1000157,LRV294,LRV
5198,5198,BUS
5210,5210,BUS
5226,5226,BUS
3902,3902,BUS
2079,2079,BUS
2103,2103,BUS
2131,2131,BUS
3971,3971,BUS
5075,5075,BUS
5095,5095,BUS
1000030,LRV211,LRV
2143,2143,BUS
2147,2147,BUS
2151,2151,BUS
2155,2155,BUS
2159,2159,BUS
2163,2163,BUS
2167,2167,BUS
2171,2171,BUS
2175,2175,BUS
3807,3807,BUS
2179,2179,BUS
3811,3811,BUS
2183,2183,BUS
3815,3815,BUS
2187,2187,BUS
2191,2191,BUS
2195,2195,BUS
2199,2199,BUS
3831,3831,BUS
1981088,T277,NRE
2203,2203,BUS
2207,2207,BUS
2211,2211,BUS
1981098,T325,NRE
2215,2215,BUS
3847,3847,BUS
2219,2219,BUS
3851,3851,BUS
2223,2223,BUS
2227,2227,BUS
2231,2231,BUS
2235,2235,BUS
2239,2239,BUS
2243,2243,BUS
2247,2247,BUS
2251,2251,BUS
2255,2255,BUS
2259,2259,BUS
2263,2263,BUS
1401,1401,BUS
1402,1402,BUS
1403,1403,BUS
1404,1404,BUS
1000042,LRV235,LRV
1000128,LRV236,LRV
1000043,LRV237,LRV
1000129,LRV238,LRV
1000044,LRV239,LRV
1000130,LRV240,LRV
1000045,LRV241,LRV
1000131,LRV242,LRV
1000046,LRV243,LRV
1000132,LRV244,LRV
