"Date","TimeVideo","updateLat","updateLon","Description","Route","direction","Vehicle","Passenger_Count"
2017-08-24,07:56:00,44.9518714,-93.1423586,"Collision on, entering or exiting a bus shoulder lane",365,NA,"6109",40
2017-05-24,16:20:00,44.9554913,-93.1058646,"On board accidents not otherwise classified",262,NA,"1111",20
2017-09-20,16:57:00,44.95012,-93.08623,"Incidents not otherwise classified",860,NA,"0212",30
2017-01-10,18:25:00,45.0729264,-93.2992241,"With fixed objects",850,"Garage","3202",0
2016-12-12,08:02:00,44.961781,-93.4008787,"Collision on, entering or exiting a bus shoulder lane",667,"Southbound","1509",0
2016-12-12,08:02:00,44.9564632,-93.4009405,"Collision on, entering or exiting a bus shoulder lane",667,"Southbound","1509",0
2017-03-08,15:24:00,44.9718235,-93.2708008,"With fixed objects",10,NA,"7219",0
2016-09-02,15:10:00,44.926424,-94.0201906,"With fixed objects",355,NA,"3138",NA
2017-09-29,16:34:00,44.98368,-93.23135,"Sideswipes between intersections",3,NA,"3331",NA
2018-01-08,07:07:00,44.96058,-93.20988,"Incidents not otherwise classified",365,"Westbound","3371",30
2018-02-20,07:09:00,44.89596,-93.28826,"Bus hits vehicle (includes bus backing or rolling back, except #46)",4,"Northbound","1138",4
2017-10-09,07:30:00,44.86402,-93.26824,"Falls, bumps, etc. - bus stopping",5,"Southbound","1325",10
2018-01-26,15:54:00,44.97847,-93.26179,"All other collisions by bus and vehicle between intersections",467,"Westbound","6103",3
2017-06-09,16:30:00,44.9563347,-93.2697849,"At terminals (except #46)",467,"Terminal","60204",1
2017-06-26,16:30:00,44.9994956,-93.3018081,"Passenger falls or injuries on/near lift",14,"Westbound","1258",35
2017-04-05,07:24:00,44.9814038,-93.2699578,"Left turn - other vehicle from left",3,"Westbound","1778",0
2017-06-09,18:31:00,44.9309326,-93.0852513,"Collision - other vehicle parked at curb (includes opened doors)",75,"Westbound","1290",5
2018-02-01,07:05:00,45.011377,-93.0913309,"Bus hits vehicle (includes bus backing or rolling back, except #46)",265,"Southbound","1036",25
2016-10-31,17:37:00,45.0598899,-93.31856,"Falls, bumps, etc. - bus starting",723,"Terminal","1544",15
2018-02-05,06:56:00,44.98607,-93.28488,"Due to mechanical failure",758,"Terminal","1420",0
2018-03-09,16:17:00,45.02849,-93.02365,"On board accidents not otherwise classified",270,"Eastbound","3465",30
2017-05-04,07:52:00,44.9477458,-93.0935306,"Falls, bumps, etc. - bus stopping",351,"Westbound","3420",2
2017-06-20,08:38:00,45.0437514,-93.2914153,"Falls - approaching to board or after alighting (bus not contacted)",22,"Northbound","1142",5
2017-01-30,17:58:00,44.9785127,-93.2339092,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",114,NA,"3367",0
2017-04-24,17:00:00,44.9686742,-93.2624706,"Passenger falls or injuries on/near lift",5,"Northbound","1550",60
2018-04-18,15:56:00,44.97844,-93.26177,"All other intersection collisions",553,"Northbound","1173",NA
2018-01-25,17:45:00,44.91684,-93.22293,"Bus hits vehicle (includes bus backing or rolling back, except #46)",7,"Southbound","1227",8
2017-12-07,16:45:00,45.02087,-93.2956,"Vehicle hits bus standing in zone (except #11)",5,"Northbound","1255",30
2017-11-14,16:34:00,44.93757,-93.27784,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",18,"Northbound","7229",30
2017-06-28,17:19:00,44.9813594,-93.2667925,"All other intersection collisions",133,"Southbound","1566",0
2018-04-30,15:38:00,44.97689,-93.27217,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",755,"Northbound","1137",15
2017-03-13,17:39:00,44.9766518,-93.2265948,"Bus pulling into zone hits standing vehicle",118,"Northbound","3324",NA
2017-10-25,17:30:00,44.94911,-93.27508,"Collision on, entering or exiting a bus shoulder lane",597,"Southbound","1147",12
2016-11-16,17:47:00,44.9719552,-93.2467509,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",114,"Southbound","3369",50
2017-03-08,17:12:00,44.9725574,-93.2435698,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",114,"Southbound","3366",60
2017-06-29,07:53:00,45.0127114,-93.2881018,"Vehicle hits bus standing in zone (except #11)",22,"Southbound","1156",20
2017-09-01,09:00:00,44.9768013,-93.2299134,"Vehicle hits bus standing in zone (except #11)",6,"Eastbound","1155",5
2017-06-16,16:08:00,45.0332949,-93.2957053,"Vehicle hits bus standing in zone (except #11)",5,"Northbound","1701",35
2018-04-04,08:27:00,44.97833,-93.27776,"End to end in loading zone (except #46)",5,"Southbound","1254",NA
2017-07-17,17:53:00,44.9486353,-93.2525853,"With fixed objects",14,"Southbound","1410",30
2016-11-02,05:45:00,45.0717095,-93.1901541,"Falls, bumps, etc. - bus stopping",63,NA,"1273",NA
2018-04-10,16:19:00,44.9794,-93.26933,"Falls, bumps, etc. - bus stopping",14,"Southbound","1667",20
2017-05-30,15:16:00,44.9496202,-93.0888157,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",94,"Westbound","3233",2
2018-01-31,08:06:00,44.977376,-93.0659317,"Bus hits vehicle (includes bus backing or rolling back, except #46)",74,NA,"1029",NA
2017-06-30,08:23:00,44.9472355,-93.0908949,"Bus pulling away from zone hits standing vehicle",68,"Northbound","7316",10
2017-11-15,17:12:00,44.97628,-93.26754,"Falls, bumps, etc. - bus stopping",355,"Eastbound","3409",60
2017-05-24,16:45:00,44.9502545,-93.3127316,"Falls, bumps, etc. - bus stopping",17,"Westbound","7332",NA
2016-06-22,18:08:00,45.0220223,-93.2880195,"Vehicle hits bus standing in zone (except #11)",22,"Northbound","1550",15
2017-06-13,08:00:00,44.9807026,-93.2716453,"With fixed objects",782,"Southbound","0019",0
2016-08-08,15:11:00,44.9748114,-93.2765355,"With fixed objects",768,"Terminal","3117",0
2016-10-04,17:10:00,44.9709801,-93.2736627,"With fixed objects",782,"Southbound","0018",0
2016-09-12,17:25:00,44.971714,-93.2718442,"Bus pulling into zone hits standing vehicle",643,"Eastbound","3312",NA
2017-05-02,17:48:00,44.9755639,-93.2750757,"Bus pulling away from zone hits standing vehicle",663,"Northbound","1502",15
2016-08-09,17:42:00,44.9740316,-93.0660366,"Bus pulling away from zone hits standing vehicle",61,"Southbound","1129",7
2017-01-25,18:21:00,45.1898447,-93.2393252,"Struck by doors - boarding",865,"Terminal","0222",NA
2017-06-30,07:54:00,44.9994154,-93.2940629,"Falls alighting - front door",5,"Northbound","1137",5
2017-06-27,07:05:00,44.9626561,-93.2696451,"Vehicle hits bus standing in zone (except #11)",597,"Northbound","3354",20
2016-10-11,06:40:00,44.8284184,-93.4581563,"On company property (except terminals)",587,"Garage","1412",NA
2017-09-25,06:40:00,44.88869,-93.29562,"All other collisions by bus and vehicle between intersections",467,"Southbound","60201",0
2017-10-08,07:50:00,44.91952,-93.2899,"Falls, bumps, etc. - bus turning at curves or corners",4,"Southbound","1220",10
2017-12-12,16:59:00,44.94806,-93.08966,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",64,"Eastbound","7313",35
2016-11-12,13:54:00,44.9483294,-93.2769985,"Falls, bumps, etc. - bus starting",21,"Eastbound","1721",NA
2018-02-04,08:53:00,44.91788,-93.18808,"Collision - other vehicle parked at curb (includes opened doors)",23,NA,"1449",0
2018-02-17,09:35:00,44.95888,-93.288,"Collision - other vehicle parked at curb (includes opened doors)",4,"Northbound","1554",20
2017-12-05,19:14:00,44.94662,-93.14787,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",21,NA,"1444",15
2017-11-09,15:43:00,44.9627,-93.28,"Any accident involving bicycles",2,"Eastbound","1725",30
2017-06-09,08:19:00,44.8830717,-93.2901003,"With fixed objects",18,"Westbound","7162",0
2018-04-05,14:03:00,44.92243,-93.22076,"Fixed Object - Gate Arm",9,NA,"1181",0
2018-01-25,13:57:00,44.94941,-93.26242,"Passenger falls or injuries on/near lift",21,NA,"1572",15
2018-01-19,13:28:00,44.97362,-93.23263,"Struck by doors - boarding",2,NA,"1722",4
2018-01-19,04:53:00,44.94746,-93.09086,"Falls alighting - front door",21,NA,"1440",NA
2016-07-16,13:16:00,44.9873225,-93.2542853,"Falls, bumps, etc. - bus starting",17,"Eastbound","7124",6
2017-08-25,08:50:00,44.9501553,-93.2983005,"Falls, bumps, etc. - bus stopping",12,"Southbound","1186",15
2017-02-07,18:25:00,44.9594418,-93.1111816,"Falls, bumps, etc. - bus stopping",67,"Westbound","1326",NA
2016-08-29,08:59:00,44.9846634,-93.2843346,"Vehicle hits bus standing in zone (except #11)",22,"Southbound","1116",20
2016-09-07,20:43:00,44.9991843,-93.2947523,"Falls, bumps, etc. - bus stopping",14,NA,"1662",20
2017-05-30,14:43:00,44.9858006,-93.2831527,"On company property (except terminals)",663,NA,"1634",NA
2016-08-20,14:23:00,44.9835674,-93.2737733,"With fixed objects",18,"Pull-In","7173",NA
2017-07-11,16:36:00,44.9725866,-93.2714442,"With fixed objects",768,"Terminal","3326",0
2018-03-09,17:26:00,45.127,-93.2638,"Struck by doors - boarding",10,"Terminal","7340",8
2017-09-05,15:02:00,45.1078935,-93.24321,"Falls alighting - front door",10,NA,"7207",5
2017-10-29,10:20:00,45.02421,-93.29562,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Northbound","1400",30
2016-12-02,11:50:00,45.0131294,-93.1680889,"At terminals (except #46)",921,"Terminal","8009",NA
2017-10-03,11:11:00,44.8836,-93.31705,"With fixed objects",515,"Westbound","1674",1
2018-03-05,08:11:00,44.92907,-93.18738,"Falls boarding",134,NA,"1261",18
2017-09-20,22:25:00,44.91805,-93.18446,"Falls boarding",921,"Westbound","8002",4
2017-08-25,10:42:00,44.979039,-93.2732787,"Struck by doors - boarding",6,NA,"1753",NA
2017-01-12,10:23:00,44.8584926,-93.3050036,"Falls not otherwise classified",4,NA,"1670",1
2017-04-20,17:22:00,44.9506664,-93.2348059,"Falls, bumps, etc. - bus starting",7,NA,"1433",NA
2017-03-06,08:40:00,44.9772073,-93.1664314,"Falls, bumps, etc. - bus stopping",921,"Northbound","8011",NA
2017-03-22,17:04:00,44.9050859,-93.2880176,"Incidents not otherwise classified",558,"Southbound","1162",NA
2018-04-07,13:30:00,44.93969,-93.16707,"Collision - other vehicle parked at curb (includes opened doors)",84,"Southbound","1523",2
2018-01-07,14:05:00,44.95678,-93.06114,"Falls, bumps, etc. - bus stopping",63,"Westbound","7305",10
2017-12-07,14:09:00,44.91254,-93.16749,"Caught/struck by doors (not boarding or alighting)",84,NA,"1600",20
2018-03-01,19:29:00,44.9466,-93.12417,"Disturbances, ejectments, sickness, death, etc. on the bus",21,"Westbound","60039",6
2017-07-12,10:05:00,44.9484396,-93.2876297,"Incidents not otherwise classified",21,NA,"1783",NA
2017-04-01,11:30:00,44.9752687,-93.2789872,"Right turn - other vehicle from right",11,"Northbound","7124",5
2016-08-05,08:20:00,44.9482772,-93.2654471,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",21,"Eastbound","1215",15
2016-12-14,18:40:00,44.9131102,-93.2908142,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",46,"Southbound","1325",NA
2018-02-10,19:24:00,44.96716,-93.26516,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",2,"Westbound","1573",3
2017-12-07,09:47:00,44.94831,-93.26012,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",21,"Eastbound","1734",15
2018-02-01,15:37:00,44.91972,-93.21836,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",9,"Westbound","1240",1
2018-03-09,14:29:00,44.99929,-93.26613,"Collision - other vehicle parked at curb (includes opened doors)",11,"Northbound","1734",10
2017-02-14,10:02:00,44.9506601,-93.2982564,"Collision - other vehicle parked at curb (includes opened doors)",17,"Eastbound","7331",NA
2016-12-19,16:24:00,44.9621103,-93.2879915,"Collision - other vehicle parked at curb (includes opened doors)",4,"Southbound","1571",NA
2017-06-15,18:56:00,44.9609356,-93.292989,"Collision - other vehicle parked at curb (includes opened doors)",2,"Terminal","1726",1
2017-12-24,15:07:00,44.9625,-93.24613,"All other collisions by bus and vehicle between intersections",2,"Eastbound","7321",11
2018-03-07,14:08:00,44.9496,-93.09656,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",67,"Southbound","1181",1
2018-04-27,07:34:00,44.94836,-93.29129,"Vehicle hits bus standing in zone (except #11)",21,"Eastbound","1566",0
2017-03-13,12:20:00,44.9123871,-93.3190593,"Vehicle hits bus standing in zone (except #11)",46,"Eastbound","1447",2
2017-05-04,09:53:00,44.9790199,-93.2354391,"Vehicle hits bus standing in zone (except #11)",2,"Eastbound","1564",NA
2017-07-03,09:41:00,44.9197618,-93.2077059,"With fixed objects",23,"Eastbound","1555",1
2018-05-03,11:46:00,44.91225,-93.18736,"Falls boarding",46,"Westbound","1342",5
2017-10-24,10:14:00,44.96275,-93.26232,"Falls, bumps, etc. - bus starting",9,"Westbound","1329",12
2017-10-31,17:57:00,45.00294,-93.26616,"Falls, bumps, etc. - bus starting",11,"Northbound","7154",30
2017-03-10,06:42:00,44.9796012,-93.2914757,"Falls, bumps, etc. - bus stopping",9,"Westbound","1563",3
2018-04-09,12:32:00,44.96269,-93.25653,"Falls, bumps, etc. - bus stopping",2,"Eastbound","1715",NA
2017-10-17,14:30:00,44.9483,-93.25954,"Falls, bumps, etc. - bus stopping",21,"Eastbound","1342",NA
2018-04-05,13:11:00,44.93756,-93.2907,"Falls, bumps, etc. - bus turning at curves or corners",23,"Northbound","1340",6
2016-07-12,14:56:00,44.9484352,-93.2409398,"Falls, bumps, etc. - bus running straight",21,"Westbound","1565",60
2018-04-06,11:25:00,44.96271,-93.25754,"Falls, bumps, etc. - bus running straight",2,"Eastbound","1725",NA
2018-03-02,17:03:00,44.9632,-93.23302,"Falls, bumps, etc. - bus running straight",21,"Eastbound","1569",40
2018-03-21,09:17:00,44.9499285,-93.2766524,"Incidents not otherwise classified",18,"Northbound","7118",NA
2017-06-02,17:33:00,45.0233547,-93.2839834,"Collision on, entering or exiting a bus shoulder lane",850,"Northbound","3208",NA
2016-08-02,12:25:00,45.02632,-93.3135258,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Eastbound","1655",5
2018-03-28,15:05:00,44.93076,-93.20759,"Falls, bumps, etc. - bus stopping",723,"Northbound","1551",7
2017-03-03,12:18:00,44.9710282,-93.2624305,"Falls, bumps, etc. - bus running straight",5,"Northbound","1124",NA
2017-05-11,22:24:00,44.9769188,-93.2763155,"All other intersection collisions",4,"Southbound","7182",12
2016-08-17,16:30:00,44.9681107,-93.2693759,"Bus hits vehicle (includes bus backing or rolling back, except #46)",270,"Pull-Out","7107",NA
2018-02-28,18:03:00,44.9861927,-93.2832454,"With fixed objects",673,"Pull-in","3236",0
2016-12-28,12:29:00,44.9862064,-93.2846286,"Backing up at terminals",852,NA,"1416",0
2017-02-02,12:20:00,44.9712167,-93.2622443,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",5,"Southbound","1273",NA
2018-02-01,15:14:00,44.92711,-93.24735,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",14,"Northbound","3362",20
2017-03-13,07:44:00,44.8631942,-93.2426416,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",6,"Northbound","1753",20
2017-08-14,17:21:00,45.0123867,-93.168467,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",921,"Southbound","8000",NA
2017-08-14,17:21:00,45.0122054,-93.1682273,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",921,"Southbound","8000",NA
2018-02-08,10:25:00,44.89155,-93.28819,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",113,"Northbound","1733",0
2017-03-10,10:46:00,44.959019,-93.2940807,"All other collisions by bus and vehicle between intersections",114,"Northbound","3360",25
2017-09-12,07:25:00,44.8873557,-93.2962012,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",7,"Southbound","1150",1
2017-08-30,00:01:00,44.918347,-93.1405068,"Right mirror - glass breakage only",515,"Eastbound","1267",3
2018-02-28,14:54:00,44.96437,-93.26252,"Sideswipes between intersections",5,"Northbound","1173",20
2017-02-13,15:46:00,44.9793424,-93.2686556,"With fixed objects",14,"Northbound","3361",2
2018-02-07,16:20:00,45.01508,-93.29566,"Falls boarding",5,"Southbound","1259",30
2017-04-04,17:23:00,44.9272241,-93.1669312,"Falls not otherwise classified",921,"Northbound","8008",12
2017-04-11,14:43:00,45.0108842,-93.166585,"Falls, bumps, etc. - bus stopping",921,"Southbound","8005",NA
2017-03-31,22:48:00,45.059753,-93.3178951,"Falls, bumps, etc. - bus stopping",5,"Terminal","1407",NA
2018-05-01,22:56:00,44.98281,-93.26796,"On board accidents not otherwise classified",6,"Northbound","1221",4
2018-01-08,08:58:00,44.98547,-93.03543,"Straight across - other vehicle from left",64,"Northbound","7316",12
2018-01-29,08:13:00,44.9771,-93.27236,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",355,"Westbound","3339",2
2017-08-04,12:27:00,44.952481,-93.0956465,"Bus hits vehicle (includes bus backing or rolling back, except #46)",68,"Northbound","7305",NA
2017-04-29,14:07:00,44.9257703,-93.1873999,"Bus hits vehicle (includes bus backing or rolling back, except #46)",74,NA,"1285",2
2017-11-09,09:57:00,44.97065,-93.14768,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",3,"Westbound","3330",6
2017-02-13,05:56:00,44.9776045,-93.2702581,"With fixed objects",3,"Northbound","1610",18
2018-02-05,06:17:00,44.96575,-93.24984,"With fixed objects",67,NA,"1785",0
2017-04-17,16:38:00,44.9180089,-93.1938074,"Other collisions not otherwise classified",74,"Westbound","1787",10
2017-09-23,12:11:00,44.99176,-93.20219,"Falls, bumps, etc. - bus stopping",61,"Westbound","1609",20
2016-07-27,07:50:00,44.9626755,-93.277192,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",2,"Eastbound","1573",10
2018-03-06,12:00:00,44.98738,-93.25449,"Collision - other vehicle cutting into bus (except #11)",17,"Southbound","7163",7
2017-01-02,06:03:00,44.9339028,-93.270166,"Collision - other vehicle parked at curb (includes opened doors)",11,"Southbound","7119",NA
2018-03-22,08:44:00,44.86423,-93.24321,"Vehicle hits bus standing in zone (except #11)",2,"Eastbound","1227",1
2017-11-14,08:23:00,44.94465,-93.27803,"Vehicle hits bus standing in zone (except #11)",18,"Southbound","7224",1
2016-05-09,04:54:00,44.9316734,-93.2779038,"With fixed objects",18,"Northbound","7126",1
2017-07-21,13:56:00,44.9627086,-93.277882,"Falls alighting - front door",4,"Terminal","1725",1
2018-03-06,13:22:00,44.9465618,-93.2781627,"Falls alighting - rear door (manual)",18,"Southbound","7116",21
2016-09-04,15:20:00,45.0602275,-93.1870933,"Collision - other vehicle cutting into bus (except #11)",953,"Eastbound","1658",0
2018-01-05,16:11:00,44.97504,-93.26761,"Bus hits vehicle (includes bus backing or rolling back, except #46)",22,"Northbound","1649",NA
2016-10-04,19:47:00,45.0704094,-93.354695,"At crosswalk - intersections",724,"Northbound","1125",15
2017-11-14,07:27:00,44.97607,-93.26912,"Collision - other vehicle cutting into bus (except #11)",5,"Westbound","1512",50
2017-09-26,09:02:00,44.98242,-93.26878,"Vehicle hits bus standing in zone (except #11)",10,"Southbound","7206",NA
2016-07-29,16:22:00,45.0080705,-93.2475112,"Falls, bumps, etc. - bus starting",10,"Southbound","7203",30
2017-05-10,12:49:00,44.9532696,-93.167011,"Left turn - other vehicle from left",921,"Southbound","8003",9
2017-04-26,12:50:00,44.9623788,-93.2918169,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",6,"Southbound","1252",20
2017-12-28,17:40:00,44.86294,-93.20862,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",54,"Eastbound","1273",NA
2016-12-30,15:19:00,44.9490338,-93.2616227,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",5,"Southbound","1704",10
2016-11-27,17:06:00,44.9724004,-93.2862477,"All other collisions by bus and vehicle between intersections",6,"Southbound","1269",NA
2017-04-24,17:35:00,44.9814509,-93.2699276,"All other collisions by bus and vehicle between intersections",14,"Northbound","1259",12
2017-02-24,13:00:00,44.919731,-93.2189148,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",921,"Westbound","8004",6
2018-04-09,16:29:00,44.97871,-93.26208,"End to end except in loading zones",467,"Terminal","60201",6
2017-11-13,19:28:00,44.99946,-93.29904,"With fixed objects",14,"Northbound","1701",12
2017-05-16,14:06:00,44.8835094,-93.2691587,"Falls boarding",921,"Northbound","8009",10
2017-11-06,15:06:00,44.97503,-93.27105,"Falls boarding",5,"Southbound","1703",NA
2016-11-30,11:58:00,45.0596751,-93.3200712,"Falls, bumps, etc. - bus stopping",5,"Terminal","1431",10
2016-12-08,14:58:00,44.9913342,-93.166862,"Falls, bumps, etc. - bus running straight",921,"Southbound","8011",25
2017-06-22,19:10:00,44.9876995,-93.2536854,"On board accidents not otherwise classified",6,"Southbound","1436",10
2017-08-16,07:03:00,44.9401349,-93.1261439,"Straight across - other vehicle from right",65,"Northbound","1201",3
2017-11-15,17:08:00,44.9516,-93.1236,"Collision on, entering or exiting a bus shoulder lane",375,"Eastbound","3330",NA
2017-04-10,11:02:00,44.9871346,-93.0354933,"Bus pulling into zone hits standing vehicle",64,"Southbound","7146",6
2017-07-19,16:08:00,44.9467898,-93.0924534,"With fixed objects",64,"Eastbound","7150",42
2017-01-02,20:22:00,44.9573925,-93.2290273,"Straight across - other vehicle from right",9,"Westbound","1718",NA
2016-12-23,22:31:00,44.9592728,-93.2779473,"Bus hits vehicle (includes bus backing or rolling back, except #46)",17,"Westbound","7156",NA
2016-12-24,08:14:00,44.897996,-93.2628109,"Straight across - other vehicle from right",5,"Southbound","3449",25
2016-11-22,10:17:00,45.0238893,-93.2371647,"Falls, bumps, etc. - bus stopping",4,"Southbound","1256",NA
2016-09-16,07:19:00,44.9769744,-93.2756687,"Right turn - other vehicle from left",554,"Northbound","1449",20
2018-01-13,12:54:00,44.96774,-93.27807,"Left turn - other vehicle from ahead",11,"Northbound","7221",5
2017-05-23,12:27:00,44.969817,-93.2793373,"Left turn - other vehicle from right",18,"Southbound","7122",NA
2016-08-29,14:25:00,44.9512832,-93.0998311,"Left turn - other vehicle from rear",67,"Westbound","1635",8
2016-09-01,21:25:00,44.9626871,-93.2626195,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",2,"Eastbound","7157",5
2017-06-28,17:02:00,44.9813883,-93.2668512,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",4,"Southbound","1551",5
2017-07-07,15:47:00,44.934627,-93.2779015,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",18,"Northbound","7125",15
2017-08-17,16:43:00,44.9709337,-93.2644146,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",9,"Westbound","1214",30
2016-12-12,17:12:00,44.9740139,-93.2778648,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",11,"Northbound","7159",NA
2018-04-17,16:13:00,44.9484,-93.25315,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",21,"Westbound","1726",60
2017-07-26,14:05:00,44.9483551,-93.2628969,"Collision - other vehicle pulling to/from curb or driveway",21,"Eastbound","1212",15
2016-09-30,14:22:00,44.9484542,-93.2823654,"Collision - other vehicle parked at curb (includes opened doors)",23,"Terminal","1213",3
2016-08-25,16:45:00,44.9520362,-93.2733654,"Collision on, entering or exiting a bus shoulder lane",146,"Westbound","1725",45
2016-06-29,06:58:00,44.9717394,-93.2881057,"Bus hits vehicle (includes bus backing or rolling back, except #46)",4,NA,"1569",0
2017-04-10,17:07:00,45.0232779,-93.2371464,"Bus hits vehicle (includes bus backing or rolling back, except #46)",4,"Northbound","7332",NA
2016-08-01,15:16:00,44.989423,-93.2450555,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",4,"Southbound","1246",8
2017-06-30,17:07:00,44.9485797,-93.2702273,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",11,"Northbound","7155",20
2017-12-27,09:46:00,44.9467,-93.14228,"Vehicle hits bus standing in zone (except #11)",21,"Westbound","1572",8
2017-07-13,09:44:00,44.9160535,-93.2776379,"With fixed objects",18,"Terminal","7152",NA
2016-06-30,14:01:00,44.9301139,-93.2778791,"With fixed objects",18,"Northbound","7128",12
2018-01-25,19:47:00,44.94843,-93.28997,"With fixed objects",21,"Pull-Out","1554",0
2018-02-16,19:47:00,44.94829,-93.10769,"Falls boarding",21,"Eastbound","1716",10
2017-08-30,11:32:00,44.946562,-93.1212049,"Falls not otherwise classified",21,"Westbound","1563",12
2017-03-20,10:06:00,44.949084,-93.2982041,"Falls, bumps, etc. - bus starting",12,"Eastbound","1564",18
2017-08-16,18:23:00,44.9800165,-93.2719569,"Falls, bumps, etc. - bus starting",4,"Northbound","1719",1
2017-04-15,11:26:00,44.9794352,-93.2725856,"Falls, bumps, etc. - bus stopping",17,"Northbound","7226",NA
2018-01-18,16:43:00,44.94686,-93.28821,"Falls, bumps, etc. - bus stopping",4,"Southbound","1341",NA
2018-02-15,18:42:00,44.97928,-93.27024,"Falls, bumps, etc. - bus stopping",18,"Northbound","7331",3
2017-02-18,14:07:00,44.9176451,-93.1873352,"Falls, bumps, etc. - bus turning at curves or corners",46,"Westbound","1324",NA
2017-12-24,15:02:00,44.94667,-93.27684,"Falls, bumps, etc. - bus turning at curves or corners",18,"Northbound","7220",5
2018-01-25,19:34:00,44.96299,-93.2346,"Falls, bumps, etc. - bus running straight",2,"Eastbound","1721",6
2017-11-03,12:43:00,44.94832,-93.18747,"Incidents not otherwise classified",21,"Eastbound","1574",10
2016-06-21,07:01:00,45.0743897,-93.2869508,"Bus hits vehicle (includes bus backing or rolling back, except #46)",763,"Southbound","1538",10
2017-08-07,15:00:00,45.0884656,-93.2882858,"Bus hits vehicle (includes bus backing or rolling back, except #46)",768,"Southbound","3201",NA
2016-06-26,09:36:00,44.9781864,-93.2770441,"End to end in loading zone (except #46)",5,"Southbound","1547",20
2018-04-27,16:29:00,45.05969,-93.31865,"Other bike rack related incidents",723,"Northbound","1122",10
2017-07-11,14:10:00,45.0581859,-93.2873979,"Falls boarding",852,"Southbound","1654",NA
2017-05-10,19:54:00,44.9166677,-93.2625794,"Falls boarding",5,"Northbound","1116",1
2016-08-02,00:05:00,44.9773734,-93.2731199,"Falls boarding",14,"Northbound","1549",5
2017-03-23,11:15:00,45.0558178,-93.293904,"Falls alighting - rear door (manual)",22,NA,"1650",6
2017-01-22,11:09:00,44.9538566,-93.2626751,"Falls, bumps, etc. - bus starting",5,"Southbound","1115",20
2017-06-03,12:42:00,44.9842464,-93.2983519,"Falls, bumps, etc. - bus starting",19,"Southbound","1544",35
2016-06-20,14:18:00,45.0729677,-93.2994074,"Falls, bumps, etc. - bus stopping",722,NA,"1119",NA
2018-04-27,07:07:00,45.0944,-93.36308,"Falls, bumps, etc. - bus running straight",724,"Eastbound","1550",NA
2017-03-29,14:30:00,44.9779157,-93.2769332,"On board accidents not otherwise classified",19,"Eastbound","1161",15
2018-04-19,06:18:00,44.98446,-93.28461,"Straight across - other vehicle from left",755,"Westbound","1321",17
2018-03-07,08:14:00,44.93966,-93.39945,"Straight across - other vehicle from right",667,"Southbound","1761",0
2018-01-12,20:25:00,44.95058,-93.09582,"Left turn - other vehicle from right",16,"Westbound","1309",1
2016-09-14,06:09:00,44.9724142,-93.2772764,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",675,"Eastbound","1300",25
2017-12-30,15:48:00,44.97806,-93.27156,"Bus pulling into zone hits standing vehicle",18,"Southbound","1790",11
2017-11-30,17:27:00,45.05693,-93.21814,"Vehicle hits bus standing in zone (except #11)",825,"Northbound","1512",13
